example_id,candidate,reference,bleurt
manual_added_005,Renter confirms availability to inspection; instructed to apply online to documents.,Renter confirms availability and inspection; instructed to apply online with documents.,0.801969051361084
manual_added_006,client books an evening direct flight to Melbourne to requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,0.7418779134750366
manual_added_006,client books an evening direct flight to Melbourne to requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,0.7418779134750366
manual_added_007,Candidate discusses automating reports to validation during interview.,Candidate discusses automating reports and validation during interview.,0.8395432233810425
manual_added_007,Candidate discusses automating reports to validation during interview.,Candidate discusses automating reports and validation during interview.,0.8395432233810425
manual_added_008,Prospective student asks about July intake deadline to required transcripts.,Prospective student asks about July intake deadline and required transcripts.,0.8448008894920349
manual_added_008,Prospective student asks about July intake deadline to required transcripts.,Prospective student asks about July intake deadline and required transcripts.,0.8448008894920349
manual_added_009,Patient schedules a check-up to Dr. Chen to Tuesday at 10 am; no fasting required.,Patient schedules a check-up with Dr. Chen for Tuesday at 10 am; no fasting required.,0.840110719203949
manual_added_009,Patient schedules a check-up to Dr. Chen to Tuesday at 10 am; no fasting required.,Patient schedules a check-up with Dr. Chen for Tuesday at 10 am; no fasting required.,0.840110719203949
manual_added_010,client books an evening direct flight to Melbourne to requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,0.7418779134750366
manual_added_010,client books an evening direct flight to Melbourne to requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,0.7418779134750366
manual_added_011,"Two diners order salmon, veggie pasta, to drinks.","Two diners order salmon, veggie pasta, and drinks.",0.7719336748123169
manual_added_011,"Two diners order salmon, veggie pasta, to drinks.","Two diners order salmon, veggie pasta, and drinks.",0.7719336748123169
manual_added_012,Parcel marked delivered is missing; support opens a trace to the driver.,Parcel marked delivered is missing; support opens a trace with the driver.,0.8693597316741943
manual_added_012,Parcel marked delivered is missing; support opens a trace to the driver.,Parcel marked delivered is missing; support opens a trace with the driver.,0.8693597316741943
manual_added_013,Parcel marked delivered is missing; support opens a trace to the driver.,Parcel marked delivered is missing; support opens a trace with the driver.,0.8693597316741943
manual_added_013,Parcel marked delivered is missing; support opens a trace to the driver.,Parcel marked delivered is missing; support opens a trace with the driver.,0.8693597316741943
manual_added_014,client books an evening direct flight to Melbourne to requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,0.7418779134750366
manual_added_014,client books an evening direct flight to Melbourne to requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,0.7418779134750366
manual_added_015,Candidate discusses automating reports to validation during interview.,Candidate discusses automating reports and validation during interview.,0.8395432233810425
manual_added_015,Candidate discusses automating reports to validation during interview.,Candidate discusses automating reports and validation during interview.,0.8395432233810425
manual_added_016,Patient schedules a check-up to Dr. Chen to Tuesday at 10 am; no fasting required.,Patient schedules a check-up with Dr. Chen for Tuesday at 10 am; no fasting required.,0.840110719203949
manual_added_016,Patient schedules a check-up to Dr. Chen to Tuesday at 10 am; no fasting required.,Patient schedules a check-up with Dr. Chen for Tuesday at 10 am; no fasting required.,0.840110719203949
manual_added_017,Patient schedules a check-up to Dr. Chen to Tuesday at 10 am; no fasting required.,Patient schedules a check-up with Dr. Chen for Tuesday at 10 am; no fasting required.,0.840110719203949
manual_added_017,Patient schedules a check-up to Dr. Chen to Tuesday at 10 am; no fasting required.,Patient schedules a check-up with Dr. Chen for Tuesday at 10 am; no fasting required.,0.840110719203949
manual_added_018,"Two diners order salmon, veggie pasta, to drinks.","Two diners order salmon, veggie pasta, and drinks.",0.7719336748123169
manual_added_018,"Two diners order salmon, veggie pasta, to drinks.","Two diners order salmon, veggie pasta, and drinks.",0.7719336748123169
manual_added_019,Candidate discusses automating reports to validation during interview.,Candidate discusses automating reports and validation during interview.,0.8395432233810425
manual_added_019,Candidate discusses automating reports to validation during interview.,Candidate discusses automating reports and validation during interview.,0.8395432233810425
manual_added_020,Parcel marked delivered is missing; support opens a trace to the driver.,Parcel marked delivered is missing; support opens a trace with the driver.,0.8693597316741943
manual_added_020,Parcel marked delivered is missing; support opens a trace to the driver.,Parcel marked delivered is missing; support opens a trace with the driver.,0.8693597316741943
